661
340	0.010022
341	0.011646000000000002
342	0.013599000000000002
343	0.015833
344	0.01825
345	0.02076
346	0.023636
347	0.027362
348	0.031475
349	0.035785000000000004
350	0.040148
351	0.04475
352	0.049531
353	0.053917
354	0.058586
355	0.06398
356	0.069411
357	0.074558
358	0.07968700000000001
359	0.084763
360	0.089536
361	0.093599
362	0.09808700000000001
363	0.102965
364	0.107927
365	0.11251
366	0.116885
367	0.12145500000000001
368	0.125698
369	0.127448
370	0.132823
371	0.136784
372	0.14093
373	0.144733
374	0.148424
375	0.15226800000000001
376	0.156096
377	0.159485
378	0.16247499999999998
379	0.16615500000000002
380	0.170094
381	0.17365
382	0.17268
383	0.181004
384	0.18459299999999998
385	0.187834
386	0.190481
387	0.19337900000000002
388	0.196855
389	0.19993300000000003
390	0.202967
391	0.20565100000000003
392	0.20832699999999998
393	0.21018699999999998
394	0.21201
395	0.213958
396	0.21564800000000003
397	0.216968
398	0.21809
399	0.219242
400	0.22010100000000002
401	0.220748
402	0.22123500000000001
403	0.22162600000000002
404	0.221851
405	0.22187
406	0.221476
407	0.22171800000000003
408	0.22130500000000003
409	0.221146
410	0.220699
411	0.22023299999999998
412	0.21967
413	0.21915500000000002
414	0.218503
415	0.217986
416	0.21739799999999998
417	0.216731
418	0.216015
419	0.215586
420	0.215001
421	0.21443500000000001
422	0.21394100000000002
423	0.21334499999999998
424	0.21289000000000002
425	0.212463
426	0.21188800000000002
427	0.212031
428	0.211644
429	0.21138200000000001
430	0.211147
431	0.21103100000000002
432	0.21087499999999998
433	0.21096499999999999
434	0.21083
435	0.21083400000000002
436	0.210874
437	0.211004
438	0.210963
439	0.211389
440	0.21153400000000003
441	0.21195699999999998
442	0.212395
443	0.212589
444	0.21307500000000001
445	0.213539
446	0.213971
447	0.21461200000000002
448	0.215206
449	0.215886
450	0.21741700000000003
451	0.21802700000000003
452	0.218705
453	0.219449
454	0.220396
455	0.22117699999999998
456	0.22203299999999998
457	0.22336200000000003
458	0.22409199999999999
459	0.22502500000000003
460	0.225915
461	0.227115
462	0.228327
463	0.22950199999999998
464	0.231084
465	0.23251200000000002
466	0.23414300000000002
467	0.235336
468	0.23674800000000001
469	0.239401
470	0.240064
471	0.24156400000000003
472	0.24323799999999998
473	0.24522400000000003
474	0.247044
475	0.24871300000000002
476	0.250284
477	0.252044
478	0.253962
479	0.256178
480	0.258156
481	0.260299
482	0.262096
483	0.263829
484	0.265716
485	0.26787099999999997
486	0.269978
487	0.272084
488	0.274593
489	0.277181
490	0.278982
491	0.281131
492	0.283232
493	0.285678
494	0.287734
495	0.289893
496	0.291934
497	0.294281
498	0.296609
499	0.298217
500	0.299855
501	0.302025
502	0.304265
503	0.30648000000000003
504	0.308531
505	0.310205
506	0.31211700000000003
507	0.313936
508	0.315531
509	0.316995
510	0.318493
511	0.32030200000000003
512	0.321866
513	0.323231
514	0.324499
515	0.325509
516	0.32669800000000004
517	0.32778
518	0.32911900000000005
519	0.32998
520	0.330736
521	0.331629
522	0.332206
523	0.33278199999999997
524	0.333045
525	0.33352600000000004
526	0.334084
527	0.333985
528	0.334312
529	0.33456
530	0.334756
531	0.334438
532	0.334627
533	0.334272
534	0.333993
535	0.333679
536	0.33333300000000005
537	0.332815
538	0.332621
539	0.331932
540	0.33138599999999996
541	0.330943
542	0.33009700000000003
543	0.32948
544	0.32847099999999996
545	0.328032
546	0.326746
547	0.326135
548	0.325351
549	0.324739
550	0.323534
551	0.32237000000000005
552	0.321202
553	0.32024700000000006
554	0.319129
555	0.318427
556	0.317446
557	0.316345
558	0.315312
559	0.314044
560	0.313149
561	0.312316
562	0.311235
563	0.310274
564	0.309626
565	0.308612
566	0.307187
567	0.305979
568	0.305021
569	0.304397
570	0.30345500000000003
571	0.30278
572	0.302007
573	0.300902
574	0.30019
575	0.29930700000000005
576	0.298552
577	0.297518
578	0.297014
579	0.296386
580	0.295947
581	0.295194
582	0.294366
583	0.29387
584	0.292984
585	0.29305800000000004
586	0.292364
587	0.292071
588	0.291488
589	0.29123899999999997
590	0.29050000000000004
591	0.290231
592	0.28982
593	0.28923
594	0.28877800000000003
595	0.288496
596	0.288357
597	0.2879
598	0.28784400000000004
599	0.287171
600	0.287215
601	0.286939
602	0.286861
603	0.286705
604	0.286459
605	0.286206
606	0.286001
607	0.286196
608	0.286324
609	0.286253
610	0.286314
611	0.286056
612	0.286203
613	0.286047
614	0.286379
615	0.28630099999999997
616	0.28649600000000003
617	0.286548
618	0.286528
619	0.286599
620	0.286902
621	0.287078
622	0.28733200000000003
623	0.287319
624	0.287702
625	0.28769700000000004
626	0.288146
627	0.288279
628	0.28859100000000004
629	0.28893
630	0.28929900000000003
631	0.289715
632	0.289941
633	0.2904
634	0.290544
635	0.291111
636	0.291725
637	0.291767
