845.52975 0.78147
846.82968 0.80159
848.23687 0.82110
849.42955 0.84184
850.72920 0.86135
852.02685 0.87659
853.64712 0.89184
855.59107 0.90932
858.50002 0.92070
862.32292 0.91536
864.61921 0.89794
866.22661 0.88574
867.51082 0.87232
868.79359 0.85586
870.07694 0.84062
871.35971 0.82415
872.64191 0.80647
873.81610 0.78777
874.56279 0.77476
875.84528 0.75769
877.12748 0.74000
878.40997 0.72293
879.37069 0.70768
880.97380 0.68634
882.68141 0.66345
883.85864 0.64630
884.92830 0.63402
886.42571 0.61662
888.35250 0.59752
890.28024 0.58044
892.20797 0.56337
893.81642 0.55341
